time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
11/21/06,3,64.4,54.6,58.9,56.4,46.8,51.4,2006-11-21T06:43,2006-11-21T17:30,38823.94,33545.64,0,0,0,0,14.4,23.7,316,14.75,3.99
11/22/06,3,69.6,51.7,60.5,63.8,43.6,54.4,2006-11-22T06:43,2006-11-22T17:30,38768.5,35522.56,0,0,0,0,15.5,25.9,293,15.99,4.06
11/23/06,0,72.5,55.7,64,67.1,49.8,59.1,2006-11-23T06:44,2006-11-23T17:29,38714.81,35479.26,0,0,0,0,13.5,25.1,349,16.28,3.93
11/24/06,3,74.6,61.7,68.4,72.7,57.6,66,2006-11-24T06:45,2006-11-24T17:29,38662.32,33062.73,0,0,0,0,15,24.2,5,12.52,3.39
11/25/06,51,76,69.9,72.8,74.3,68.7,71.8,2006-11-25T06:46,2006-11-25T17:29,38611.04,35385.94,0.1,0.1,0,1,15.5,24.6,37,12.3,3.61
11/26/06,51,76.7,70.1,72.2,76.9,70.1,73.1,2006-11-26T06:46,2006-11-26T17:29,38561.04,35339.62,1.8,1.8,0,12,12.8,23.9,42,11.15,2.8
11/27/06,51,77.8,71.5,74.1,76.7,72.7,74.4,2006-11-27T06:47,2006-11-27T17:29,38512.39,35293.06,1.1,1.1,0,9,15.2,25.1,60,10.94,3.15
11/28/06,2,79.5,74.3,76.8,80,72.1,76.3,2006-11-28T06:48,2006-11-28T17:29,38465.15,35246.36,0,0,0,0,15,25.1,87,12.89,4.33
11/29/06,51,79.7,73.6,76.1,79.9,75,77.3,2006-11-29T06:48,2006-11-29T17:29,38419.38,35199.62,1.2,1.2,0,10,17.5,30,100,13.04,3.37
11/30/06,51,79.4,76.3,77.6,80.8,76.2,78.6,2006-11-30T06:49,2006-11-30T17:29,38375.15,35152.96,0.2,0.2,0,2,18.4,32.7,115,12.55,3.6
12/1/06,51,80.1,75.8,77.5,83,77.5,80,2006-12-01T06:50,2006-12-01T17:29,38332.53,35106.47,0.3,0.3,0,3,15.1,27.3,136,12.83,3.4
12/2/06,3,80.6,74.8,77,82.1,77,79.6,2006-12-02T06:51,2006-12-02T17:29,38291.59,34802.8,0,0,0,0,11.2,18.3,112,15.11,3.72
12/3/06,3,80,74.3,76.7,82.7,77.1,79.5,2006-12-03T06:51,2006-12-03T17:29,38252.38,35014.41,0,0,0,0,11.6,22.4,103,13.13,3.3
12/4/06,51,80.4,71.5,74.6,82.1,70.8,77,2006-12-04T06:52,2006-12-04T17:29,38214.99,34969.05,0.2,0.2,0,2,15.9,27.5,22,11.91,2.92
12/5/06,53,75.4,70.5,72.2,74.3,68.7,72.1,2006-12-05T06:53,2006-12-05T17:29,38179.48,34780.91,4.9,4.9,0,19,17.2,29.8,43,9.55,2.55
12/6/06,3,77.1,70.9,73.9,76.7,68.1,73.3,2006-12-06T06:54,2006-12-06T17:29,38145.9,34483.38,0,0,0,0,17.2,29.3,54,11.62,3.57
12/7/06,3,80.5,71.6,75.1,85,71.4,79,2006-12-07T06:54,2006-12-07T17:29,38114.34,34836.89,0,0,0,0,13.1,21.5,33,13.67,3.05
12/8/06,51,71.6,66.8,68.2,70.2,61.7,64.1,2006-12-08T06:55,2006-12-08T17:30,38084.86,8746.95,4,4,0,13,21.3,34,20,5.38,2.33
12/9/06,51,71.7,66.9,68.7,65.7,61.2,63.2,2006-12-09T06:56,2006-12-09T17:30,38057.53,16468.79,1.7,1.7,0,10,22.2,35.8,54,8.05,3.36
12/10/06,3,75.1,69,72.1,70.8,64,67.8,2006-12-10T06:56,2006-12-10T17:30,38032.41,34712.77,0,0,0,0,16.9,29.5,71,12.28,4.58
12/11/06,3,75.4,72.5,73.5,71.4,69.2,70.3,2006-12-11T06:57,2006-12-11T17:30,38009.57,29199.8,0,0,0,0,19.5,33.1,72,8.8,3.97
12/12/06,3,76.9,72.6,74.3,77.2,69.4,74,2006-12-12T06:57,2006-12-12T17:31,37989.07,34137.01,0,0,0,0,15.5,27.5,78,10.25,3.39
12/13/06,3,78.1,74,75.5,80,73.8,76.7,2006-12-13T06:58,2006-12-13T17:31,37970.89,34599.29,0,0,0,0,15,22.6,93,11.79,3.36
12/14/06,61,78.5,72.4,74.8,81.4,75.9,78.7,2006-12-14T06:59,2006-12-14T17:31,37954.79,24777.94,7,7,0,17,14.6,23.3,152,7.83,1.8
12/15/06,53,76.3,72.4,74.1,82.9,78,79.7,2006-12-15T06:59,2006-12-15T17:32,37940.75,21316.95,4.2,4.2,0,13,7.6,18.6,83,7.74,1.66
12/16/06,61,74.9,72.2,73.6,82.2,75.6,79.3,2006-12-16T07:00,2006-12-16T17:32,37928.78,632.39,17.7,17.7,0,23,9.6,16.6,74,2.8,0.81
12/17/06,51,76,72.4,73.8,77.8,73.3,75.7,2006-12-17T07:00,2006-12-17T17:32,37918.89,28686.29,2.3,2.3,0,10,13.7,27.3,82,8.61,2.33
12/18/06,51,76.7,72.2,74.2,77.6,74.1,75.6,2006-12-18T07:01,2006-12-18T17:33,37911.07,34117.13,0.8,0.8,0,6,14.7,27.3,69,12.19,2.89
12/19/06,51,76.7,72,73.4,75.5,71.3,73.8,2006-12-19T07:01,2006-12-19T17:33,37905.33,34389.12,0.3,0.3,0,3,15.9,25.7,57,13.18,3.24
12/20/06,51,76.4,71.3,73.5,73.4,70.1,71.5,2006-12-20T07:02,2006-12-20T17:34,37901.67,34226.74,0.4,0.4,0,3,19.2,32.7,77,12.02,3.72
12/21/06,51,76.9,72.6,75.1,77.7,71.1,74.2,2006-12-21T07:03,2006-12-21T17:34,37900.09,33837.41,0.3,0.3,0,2,19.9,32.4,102,10.36,3.42
12/22/06,51,78.1,74.6,76.4,80.8,74.1,77.5,2006-12-22T07:03,2006-12-22T17:35,37900.59,33705.26,1.3,1.3,0,6,17.3,29.8,135,10.5,3.02
12/23/06,53,78.3,74.9,76.3,85.6,78.2,81.4,2006-12-23T07:04,2006-12-23T17:35,37903.17,31939.96,2.8,2.8,0,11,16,23.3,173,9.17,2.05
12/24/06,51,79.2,74.3,76.8,83.8,80.1,81.7,2006-12-24T07:04,2006-12-24T17:36,37907.83,34090.2,0.5,0.5,0,5,14,24.8,142,12.55,2.56
12/25/06,55,80.3,72,77,82.3,77.7,79.7,2006-12-25T07:04,2006-12-25T17:36,37914.57,31915.42,4.5,4.5,0,7,19.5,31.5,170,11.55,2.63
12/26/06,51,73.7,62.8,69.6,76.5,58.2,70.1,2006-12-26T07:05,2006-12-26T17:37,37923.37,18681.93,1.5,1.5,0,6,16.5,28.2,301,7.42,2.07
12/27/06,3,65.9,58,61.8,61.2,51.7,57,2006-12-27T07:05,2006-12-27T17:38,37934.25,34331.84,0,0,0,0,15.1,24.6,356,14.98,3.18
12/28/06,2,74.7,58.7,67.6,72.8,58.2,66.6,2006-12-28T07:06,2006-12-28T17:38,37947.18,34135.74,0,0,0,0,11.4,19.2,47,13.9,3.12
12/29/06,51,77.6,72.5,74.4,79.3,72.8,75.5,2006-12-29T07:06,2006-12-29T17:39,37962.18,34090.14,0.8,0.8,0,5,14.7,28,74,12.2,3.08
12/30/06,1,77.7,73.5,75.3,79.6,74.1,76.6,2006-12-30T07:06,2006-12-30T17:39,37979.22,34128.77,0,0,0,0,16.9,29.3,94,13.23,3.03
12/31/06,3,77.9,73.7,75.4,78.8,74.1,76.1,2006-12-31T07:07,2006-12-31T17:40,37998.31,34282.52,0,0,0,0,16.3,28.6,110,14.1,3.5
1/1/07,3,79,73.5,75.6,81.4,73,77.8,2007-01-01T07:07,2007-01-01T17:41,38019.43,33763.59,0,0,0,0,13.8,21.3,142,14.39,3.45
1/2/07,53,78.5,71.7,75.2,83.3,78.7,80.6,2007-01-02T07:07,2007-01-02T17:41,38042.68,31597.68,2.2,2.2,0,12,7.8,15,104,11.13,2.27
1/3/07,3,78.7,74.6,76,82.1,76.1,79.6,2007-01-03T07:07,2007-01-03T17:42,38068.28,32508.1,0,0,0,0,11.6,21.5,106,12.41,2.89
1/4/07,3,78.9,73.5,75.8,80.3,74.3,77.1,2007-01-04T07:08,2007-01-04T17:43,38096.18,33521.76,0,0,0,0,14.1,23.5,118,12.42,3.4
1/5/07,51,77.8,73.9,75.9,81.5,76.8,78.7,2007-01-05T07:08,2007-01-05T17:43,38126.32,30960.45,0.6,0.6,0,5,16.8,26.2,143,9.88,2.51
1/6/07,1,79.8,74.2,76.3,85.1,77.3,80.1,2007-01-06T07:08,2007-01-06T17:44,38158.62,34089.35,0,0,0,0,9.8,17,132,14.59,3.25
1/7/07,51,79.5,74.2,76.5,83,77.3,80,2007-01-07T07:08,2007-01-07T17:45,38193.02,34437.21,0.2,0.2,0,2,13.9,25.5,117,13.71,3
1/8/07,51,79.5,72.8,76,82.2,77.5,79.8,2007-01-08T07:08,2007-01-08T17:45,38229.45,33956.78,0.5,0.5,0,4,12.6,20.8,189,12.81,2.8
1/9/07,3,73.8,64.9,69.9,76.8,58.5,68.1,2007-01-09T07:08,2007-01-09T17:46,38267.82,33284.33,0,0,0,0,15.1,23.7,355,13.5,3.32
1/10/07,3,71.3,59.3,66,65.4,49.8,59.7,2007-01-10T07:08,2007-01-10T17:47,38308.08,18173.42,0,0,0,0,17,28.6,21,9.66,4.09
1/11/07,3,73.9,68.6,71.3,68.9,63.5,66.2,2007-01-11T07:09,2007-01-11T17:48,38350.16,32830.93,0,0,0,0,20,32.7,76,9.7,4.37
1/12/07,3,76.4,71.5,73.5,71.9,67,69.3,2007-01-12T07:09,2007-01-12T17:48,38393.98,28073.53,0,0,0,0,18,31.1,82,9.38,4.49
1/13/07,51,77,71.2,73.8,74.4,68.9,71.8,2007-01-13T07:09,2007-01-13T17:49,38439.48,33599.38,0.5,0.5,0,3,18.5,31.5,82,12.54,4.04
1/14/07,51,76.7,71.5,74.1,75.2,70.4,73,2007-01-14T07:09,2007-01-14T17:50,38486.58,34709.93,1.1,1.1,0,7,17.2,29.3,90,11.55,3.63
1/15/07,51,78.3,72.7,74.9,82.1,72.3,77.6,2007-01-15T07:09,2007-01-15T17:51,38535.22,35169.29,0.2,0.2,0,1,11.4,20.4,104,12.01,2.92
1/16/07,51,79.6,72.1,75.4,82.3,76,79.4,2007-01-16T07:08,2007-01-16T17:52,38585.33,35295.89,0.1,0.1,0,1,10.7,17.9,145,14.17,2.98
1/17/07,51,78.1,71.2,74.6,81.6,75.5,79,2007-01-17T07:08,2007-01-17T17:52,38636.84,34529.34,0.5,0.5,0,2,9.4,19.7,52,12.14,2.53
1/18/07,2,78.8,71.6,75,82,75.5,78.2,2007-01-18T07:08,2007-01-18T17:53,38689.68,34740.59,0,0,0,0,7.5,17.2,109,13.52,2.97
1/19/07,2,78.8,70,73.7,81.7,73.8,77.1,2007-01-19T07:08,2007-01-19T17:54,38743.8,35661.46,0,0,0,0,11.1,21.3,25,13.29,2.78
1/20/07,51,77,69.7,72.7,78.1,71.4,74.7,2007-01-20T07:08,2007-01-20T17:55,38799.11,35259.3,1.5,1.5,0,8,13.1,23.7,44,13.08,2.83
1/21/07,51,77.4,71.2,74.2,76.5,70.8,74.1,2007-01-21T07:08,2007-01-21T17:55,38855.56,34261.64,0.4,0.4,0,2,14.3,26.2,104,12.61,3.56
1/22/07,51,79.7,73,75.6,79.7,74.3,77.3,2007-01-22T07:08,2007-01-22T17:56,38913.32,34464.91,0.5,0.5,0,4,16.6,23.9,170,12.04,3.1
1/23/07,51,79.3,70.6,74.2,85.9,75.5,79.9,2007-01-23T07:07,2007-01-23T17:57,38972.95,32481.23,0.7,0.7,0,6,9.2,13.2,318,12.48,2.44
1/24/07,53,77.9,70.4,74.3,81.8,75,79,2007-01-24T07:07,2007-01-24T17:58,39034.4,34720.81,3,3,0,7,9,15.4,126,11.09,2.25
1/25/07,61,77.8,59.2,68.3,80.8,52.9,69,2007-01-25T07:07,2007-01-25T17:58,39097.57,20292.9,5.9,5.9,0,8,19.5,41.2,320,7.16,1.6
1/26/07,2,71.3,55.8,63.5,67.4,47.7,58.2,2007-01-26T07:06,2007-01-26T17:59,39162.36,36253.77,0,0,0,0,17.3,27.3,11,16.7,3.89
1/27/07,3,73.5,67.2,70.3,71,64,67.9,2007-01-27T07:06,2007-01-27T18:00,39228.67,34897,0,0,0,0,11.9,20.6,118,14.17,3.9
1/28/07,61,78.4,59.6,71.6,76.1,52.9,68.9,2007-01-28T07:06,2007-01-28T18:01,39296.42,35887.99,2.8,2.8,0,5,19.5,34,257,13.95,3.95
1/29/07,2,64.7,56.7,59.8,59.1,48.8,54.2,2007-01-29T07:05,2007-01-29T18:01,39365.49,36521.16,0,0,0,0,17.2,27.7,351,18.34,3.68
1/30/07,3,68.9,57.5,63.4,68.4,53.9,61.8,2007-01-30T07:05,2007-01-30T18:02,39435.82,28936.74,0,0,0,0,9.6,17.2,23,13.42,2.64
1/31/07,51,72.2,60.4,66.1,70.5,55.3,63,2007-01-31T07:04,2007-01-31T18:03,39507.29,36404.25,0.4,0.4,0,2,11.4,20.1,29,17.36,3.97
2/1/07,3,77.7,68,73.8,77.2,65.3,72.3,2007-02-01T07:04,2007-02-01T18:04,39579.82,33406.57,0,0,0,0,17.5,28.2,153,11.02,3.71
2/2/07,3,82.6,74.8,77.8,85.2,77.3,81.8,2007-02-02T07:03,2007-02-02T18:04,39653.32,32685.26,0,0,0,0,17.2,27.5,206,13.09,3.06
2/3/07,53,77.5,70.3,74,83.2,68.6,77.8,2007-02-03T07:03,2007-02-03T18:05,39727.71,34998.62,1.9,1.9,0,6,16,24.6,359,12.32,2.62
2/4/07,61,75.3,68.8,71.5,78.5,65.2,72.6,2007-02-04T07:02,2007-02-04T18:06,39802.9,19146.03,9.5,9.5,0,18,21.8,32.9,35,6.98,2.01
2/5/07,51,69.5,64.9,67.8,65.2,59.6,62.1,2007-02-05T07:02,2007-02-05T18:07,39878.8,1208.05,1.6,1.6,0,7,22.3,37.1,32,6,2.93
2/6/07,53,69.7,63.2,66.6,65.6,57.5,62,2007-02-06T07:01,2007-02-06T18:07,39955.34,18528.81,2.8,2.8,0,7,18.1,28,48,9.68,3.35
2/7/07,3,74.2,63.6,69.7,76.2,64.1,69.7,2007-02-07T07:01,2007-02-07T18:08,40032.41,36430.97,0,0,0,0,8.5,16.1,82,16.33,3.59
2/8/07,3,76.8,63.9,70.6,78.4,66,72.2,2007-02-08T07:00,2007-02-08T18:09,40109.96,37320.11,0,0,0,0,6.3,13.2,245,17.1,3.35
2/9/07,3,77.9,63.6,71,77.9,64.7,71.2,2007-02-09T07:00,2007-02-09T18:09,40187.9,37403.14,0,0,0,0,8.4,18.8,239,18.12,3.9
2/10/07,3,77.4,63.9,70.3,77.5,61.7,69.3,2007-02-10T06:59,2007-02-10T18:10,40266.15,37486.38,0,0,0,0,8.6,14.8,313,18.23,4.07
2/11/07,53,75.8,63.9,70.2,76,61.9,69.9,2007-02-11T06:58,2007-02-11T18:11,40344.9,29236.9,0.5,0.5,0,1,12,19.7,27,15.3,3.42
2/12/07,61,72.2,69,70.9,74.1,68.7,71.7,2007-02-12T06:58,2007-02-12T18:11,40424.83,6810.9,11.6,11.6,0,17,13.9,20.6,90,5.38,1.74
2/13/07,55,78.7,70.5,73.2,83.8,71.5,75.9,2007-02-13T06:57,2007-02-13T18:12,40505.91,37447.21,3.2,3.2,0,7,12.2,23.5,175,15.59,3.16
2/14/07,2,81.2,69.5,74.2,83,71.9,76.1,2007-02-14T06:56,2007-02-14T18:13,40588.04,37084.24,0,0,0,0,14.2,23.7,242,16.77,3.65
2/15/07,53,73.1,64.8,68.3,77.3,64.7,69.6,2007-02-15T06:55,2007-02-15T18:13,40671.13,25495.46,2.2,2.2,0,5,11.5,22.1,339,12.45,2.55
2/16/07,53,66.7,54.2,59.6,63.6,45.7,54.2,2007-02-16T06:55,2007-02-16T18:14,40755.12,7592.46,3.7,3.7,0,8,15.7,25.7,330,6.34,2.29
2/17/07,0,62.8,47.8,54.9,57.9,40.2,48.6,2007-02-17T06:54,2007-02-17T18:15,40839.89,38093.2,0,0,0,0,14.1,23.3,316,21.3,3.91
2/18/07,53,64.8,53.1,58.6,55.6,44.9,51.4,2007-02-18T06:53,2007-02-18T18:15,40925.4,27052.95,0.9,0.9,0,2,21.2,34,309,14.12,3.57
2/19/07,2,66.6,48.4,58,63,40.4,52.8,2007-02-19T06:52,2007-02-19T18:16,41011.54,38262.14,0,0,0,0,13,22.6,7,18.99,3.73
2/20/07,3,71.8,58.7,66.5,72,55.9,64.9,2007-02-20T06:51,2007-02-20T18:16,41098.24,38364.64,0,0,0,0,6.8,15.7,141,16.65,3.58
2/21/07,1,76.7,63.5,70.4,78.8,63.8,70.9,2007-02-21T06:51,2007-02-21T18:17,41185.43,38455.99,0,0,0,0,9.2,15.2,183,16.89,3.68
2/22/07,1,78.2,62.9,70,78.5,61.6,69.7,2007-02-22T06:50,2007-02-22T18:18,41273.02,38547.63,0,0,0,0,8.6,16.6,320,19.7,4.2
2/23/07,1,77.6,62.2,69.6,76.8,59.6,67.8,2007-02-23T06:49,2007-02-23T18:18,41360.93,38639.48,0,0,0,0,10.6,20.8,17,21.43,4.83
2/24/07,3,74,68.1,70.8,71.2,66.1,68.2,2007-02-24T06:48,2007-02-24T18:19,41449.11,38731.46,0,0,0,0,14.1,28.4,91,17.69,4.59
2/25/07,51,76.8,70.4,73.3,77,67.3,72.6,2007-02-25T06:47,2007-02-25T18:19,41537.46,38688.63,1.2,1.2,0,6,16.4,27.5,157,14.97,3.99
2/26/07,51,80.2,72.2,75.6,84.9,74.6,80,2007-02-26T06:46,2007-02-26T18:20,41625.91,27366.67,0.4,0.4,0,2,11.7,22.1,181,14.3,2.99
2/27/07,51,81.5,71.6,75.7,89.4,75.8,81.5,2007-02-27T06:45,2007-02-27T18:21,41714.41,39007.43,0.9,0.9,0,6,8.7,16.1,231,17.46,3.46
2/28/07,53,78.1,68.7,73.4,83.9,72.5,77.9,2007-02-28T06:44,2007-02-28T18:21,41802.86,38257.46,2.1,2.1,0,5,14,21.7,56,18.09,3.38
3/1/07,3,79.4,73.1,75.9,82.1,75.4,78.5,2007-03-01T06:44,2007-03-01T18:22,41891.21,39190.67,0,0,0,0,13.2,25.7,138,17.63,3.83
3/2/07,51,82.5,75.2,78.1,86.6,77.4,82,2007-03-02T06:43,2007-03-02T18:22,41979.37,39255.04,0.2,0.2,0,2,15.8,27.7,176,19.68,4.15
3/3/07,3,83.8,74.5,78.6,90.7,78.2,84.5,2007-03-03T06:42,2007-03-03T18:23,42067.54,39311.77,0,0,0,0,10.8,20.4,199,18.75,3.96
3/4/07,3,77.2,69,72.2,78.4,67.4,73.4,2007-03-04T06:41,2007-03-04T18:23,42156.37,39108.26,0,0,0,0,11.9,25.5,15,15.23,3.42
3/5/07,3,74.2,61.1,68.2,72.3,52.1,63.4,2007-03-05T06:40,2007-03-05T18:24,42245.83,39428.23,0,0,0,0,18,26.8,4,20.47,5.44
3/6/07,3,74.5,62.1,68.3,71.5,57.6,64.1,2007-03-06T06:39,2007-03-06T18:24,42335.86,39487.92,0,0,0,0,14.6,25.5,23,21.66,5.22
3/7/07,3,75.1,67.9,71.3,72.1,64.2,68.5,2007-03-07T06:38,2007-03-07T18:25,42426.39,36762.14,0,0,0,0,9.9,19.9,85,15.54,4.38
3/8/07,3,78,66.7,72.5,76.8,65.4,70.8,2007-03-08T06:37,2007-03-08T18:25,42517.36,39600,0,0,0,0,15.3,27.5,35,17.14,4.58
3/9/07,3,77.6,69.8,73.3,78,69.7,73.1,2007-03-09T06:36,2007-03-09T18:26,42608.68,39600,0,0,0,0,12.9,20.8,56,18.85,4.6
3/10/07,3,80.6,69.1,74,82.4,71.3,75.6,2007-03-10T06:35,2007-03-10T18:26,42700.32,39158.12,0,0,0,0,10.4,19.5,33,19.02,4.35
3/11/07,3,79.1,69.6,73.4,78.6,70,73.4,2007-03-11T06:34,2007-03-11T18:27,42792.2,39600,0,0,0,0,16.4,26.6,40,20.5,4.69
3/12/07,51,76.9,70.4,73.2,76.6,69.9,72.5,2007-03-12T06:33,2007-03-12T18:27,42884.25,39339.17,0.1,0.1,0,1,13.4,25.5,72,18.24,4.53
3/13/07,3,77,71.3,73.9,75.1,68.6,71.3,2007-03-13T06:32,2007-03-13T18:28,42976.42,39438.49,0,0,0,0,15.7,26.8,84,19.12,5.46
3/14/07,3,76.7,71.9,74.2,74.3,68.5,71.3,2007-03-14T06:31,2007-03-14T18:28,43068.64,29249.56,0,0,0,0,15.6,29.5,108,14.38,4.91
3/15/07,3,78.6,73.2,75.7,78.5,70.8,74.9,2007-03-15T06:30,2007-03-15T18:29,43160.84,39600,0,0,0,0,15.6,25.9,140,18.34,5.03
3/16/07,63,79.4,69.8,74,81,72,74.9,2007-03-16T06:28,2007-03-16T18:29,43252.97,32400,12.3,12.3,0,10,18,28.2,191,14.51,3.39
3/17/07,1,74.3,64.2,68.8,73.1,60.9,66.6,2007-03-17T06:27,2007-03-17T18:30,43344.96,39600,0,0,0,0,14,25.5,334,24.23,5.03
3/18/07,0,72.6,61,66.4,71,56.2,62.4,2007-03-18T06:26,2007-03-18T18:30,43436.75,39622.19,0,0,0,0,15,24.2,22,23.91,5.39
3/19/07,3,74,65.4,70.1,69.5,60.1,66,2007-03-19T06:25,2007-03-19T18:31,43528.27,39447.58,0,0,0,0,14.5,26.2,62,16.58,4.9
3/20/07,51,74.3,67.3,70.2,71,66.1,68.5,2007-03-20T06:24,2007-03-20T18:31,43619.46,39600,1.9,1.9,0,10,17.8,29.5,78,17.96,4.11
3/21/07,51,75,69.3,71.9,71.6,65,67.9,2007-03-21T06:23,2007-03-21T18:32,43710.26,39670.61,0.1,0.1,0,1,19.3,32.9,67,18.46,5.26
3/22/07,53,73.8,67.5,70.4,72.7,65.7,68.6,2007-03-22T06:22,2007-03-22T18:32,43800.61,39593.97,6.4,6.4,0,23,20.8,32.2,64,15.96,3.21
3/23/07,51,77.1,70.5,73.1,77.7,69.8,73.2,2007-03-23T06:21,2007-03-23T18:33,43890.67,39659.38,1.8,1.8,0,10,16.5,30.9,76,18.28,3.93
3/24/07,51,77.7,71.3,73.8,77.3,69.8,72.2,2007-03-24T06:20,2007-03-24T18:33,43981.05,39812.45,0.8,0.8,0,4,18.1,30.4,62,22.17,5.18
3/25/07,51,77.1,71.1,73.8,76,70,72.1,2007-03-25T06:19,2007-03-25T18:34,44071.73,39894.46,0.3,0.3,0,2,18.4,32,54,23.54,5.37
3/26/07,1,77.6,71.6,74.1,77.2,70.1,72.3,2007-03-26T06:18,2007-03-26T18:34,44162.64,39733.17,0,0,0,0,17.8,33.1,71,21.83,5.21
3/27/07,51,76.9,71.4,73.8,76.9,70.9,72.6,2007-03-27T06:17,2007-03-27T18:35,44253.74,38684.88,0.6,0.6,0,4,16.6,30.6,71,18.33,4.64
3/28/07,3,78.5,71.2,74.4,80.6,70.6,74.7,2007-03-28T06:16,2007-03-28T18:35,44344.96,39687.35,0,0,0,0,11.2,23,83,21.59,5.02
3/29/07,2,78.5,71.5,74.4,78.3,72,73.5,2007-03-29T06:15,2007-03-29T18:35,44436.25,35652.62,0,0,0,0,14.5,25.3,81,17.11,4.68
3/30/07,51,79.2,71.8,74.5,79.5,70.8,73.4,2007-03-30T06:14,2007-03-30T18:36,44527.56,39690.02,0.5,0.5,0,4,16,29.5,83,21.13,5.21
3/31/07,2,76.1,70.3,72.8,75.8,69.5,71,2007-03-31T06:13,2007-03-31T18:36,44618.81,40397.58,0,0,0,0,15.5,27.7,93,21.12,5.09
4/1/07,3,78.8,71.6,74.7,77.8,68.3,72.6,2007-04-01T06:12,2007-04-01T18:37,44709.95,34283.56,0,0,0,0,13.8,24.8,116,18.15,5.3
4/2/07,51,79.2,72.5,75.8,78.5,72.4,75.7,2007-04-02T06:11,2007-04-02T18:37,44800.93,40327.18,0.1,0.1,0,1,12.7,21,124,18.66,4.85
4/3/07,2,80.1,73,76,83.9,73.9,78,2007-04-03T06:09,2007-04-03T18:38,44891.68,40294.66,0,0,0,0,9.6,21.3,105,21.89,4.92
4/4/07,51,78.9,71.1,75.3,82.1,74.3,78,2007-04-04T06:08,2007-04-04T18:38,44982.14,40745.98,1,1,0,6,9.9,17.9,159,18.94,4.19
4/5/07,51,80.3,70.9,75.6,84.6,75.5,79,2007-04-05T06:07,2007-04-05T18:39,45072.26,40302.04,0.9,0.9,0,5,12.8,19.7,207,18.45,4.1
4/6/07,53,77,66.1,72.1,79.4,58.2,73.4,2007-04-06T06:06,2007-04-06T18:39,45161.96,36027.1,4.4,4.4,0,13,16.3,26.2,318,16.47,3.72
4/7/07,3,74.9,59.9,67.3,73.1,51.6,62.7,2007-04-07T06:05,2007-04-07T18:40,45251.19,41956.54,0,0,0,0,17.2,26.6,340,27.25,6.12
4/8/07,0,74.8,58.8,67.6,77.1,51.8,65.4,2007-04-08T06:04,2007-04-08T18:40,45339.89,42020.19,0,0,0,0,14,20.6,344,26.47,5.59
4/9/07,3,79.8,65,73.4,82.2,65.8,74.2,2007-04-09T06:03,2007-04-09T18:40,45427.98,41911.54,0,0,0,0,13.1,22.8,159,23.01,4.97
4/10/07,63,82.2,72.7,76.7,85.3,75.3,80.4,2007-04-10T06:02,2007-04-10T18:41,45515.41,39922.9,10.4,10.4,0,8,13.3,23,181,20.52,4.36
4/11/07,61,83.1,70.7,76.6,88.3,71.5,80.6,2007-04-11T06:01,2007-04-11T18:41,45602.11,41629.16,3,3,0,6,15.9,28,187,22.97,4.44
4/12/07,53,83.9,74.6,77.4,95.2,80.2,84.2,2007-04-12T06:00,2007-04-12T18:42,45688.23,38300.55,2.4,2.4,0,6,10.1,21.7,206,21.6,4.2
4/13/07,53,81.5,71.2,76.4,91,76.9,83.7,2007-04-13T05:59,2007-04-13T18:42,45774.35,42049.21,1.4,1.4,0,3,10.3,19,84,23.29,4.33
4/14/07,3,81,74.8,77.5,85.5,78.4,81.7,2007-04-14T05:58,2007-04-14T18:43,45860.45,41934.56,0,0,0,0,13.9,25.1,134,22.43,4.46
4/15/07,61,83.7,64.2,76.6,85,56.4,77.1,2007-04-15T05:57,2007-04-15T18:43,45946.47,28156.7,4.4,4.4,0,7,24.5,40.3,215,16.04,4.06
4/16/07,1,73.1,58.1,65,67.2,47.9,58.1,2007-04-16T05:57,2007-04-16T18:44,46032.35,42875.77,0,0,0,0,20.8,32,319,28.94,6.31
4/17/07,1,80.3,57.9,68.9,81.3,51.5,65.6,2007-04-17T05:56,2007-04-17T18:44,46118.02,43033.96,0,0,0,0,15.3,22.8,309,28.43,6.33
4/18/07,3,81,62.2,71.7,83.3,61,69.7,2007-04-18T05:55,2007-04-18T18:45,46203.43,42998.98,0,0,0,0,15.5,28.4,256,27.37,6.43
4/19/07,2,84.4,69,74.7,83.8,68.3,74.5,2007-04-19T05:54,2007-04-19T18:45,46288.52,42397.22,0,0,0,0,13.3,24.4,314,25.28,5.88
4/20/07,51,80.2,68.2,74.1,82.1,70.9,75.3,2007-04-20T05:53,2007-04-20T18:46,46373.21,43219.33,0.1,0.1,0,1,13.2,25.5,50,24.18,5.12
4/21/07,51,76.9,69.4,72.9,77.2,67.9,72.1,2007-04-21T05:52,2007-04-21T18:46,46457.45,42149.12,1.3,1.3,0,5,16.5,28,49,18.68,4.54
